branch,region,entropy_measure,amplitude_measure,contrast,n,beta0_adjusted_entropy,beta1_amplitude,beta0_se,beta0_t,beta0_p,r2,beta0_q_global,beta0_q_within_entropy_region
event,Central,entropy__mse,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.009187174419521328,0.7955321480562902,0.010285298272031073,0.8932336405356484,0.38060178610535816,0.05240810452729561,0.8073633656423435,0.70985550152445
event,Central,entropy__mse,amp__alpha_relative_8_13,2T_minus_2NT,26,-0.0035681274615244284,-0.09716463847597724,0.008888328430275419,-0.4014396508313841,0.691648629213793,0.0031295291954829274,0.9340285841156052,0.8137042696632859
event,Central,entropy__mse,amp__alpha_relative_8_13,3T_minus_3NT,26,0.00934413111468917,1.8174873077946436,0.007812566988321315,1.1960385272417282,0.24336479113026052,0.34343435550304713,0.7513401503322714,0.70985550152445
event,Central,entropy__mse,amp__alpha_relative_8_13,Target_main,26,0.0035467041874124357,0.619935220806535,0.007319445391709244,0.4845591431599172,0.6323820924970804,0.0819691571266058,0.9175398946824074,0.8137042696632859
event,Central,entropy__mse,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.010025273133354403,-0.009131078879566133,0.010617622083667502,0.9442107709574372,0.3544711840341191,1.6332595046963938e-05,0.8018984025921911,0.70985550152445
event,Central,entropy__mse,amp__beta_relative_13_30,2T_minus_2NT,26,-0.0012519184605117109,1.4541293999649243,0.006430430713224477,-0.19468656398662113,0.8472769847203474,0.465896455951038,0.9639402465554019,0.9277500237711003
event,Central,entropy__mse,amp__beta_relative_13_30,3T_minus_3NT,26,0.00574292329383645,1.5585932127169009,0.007859029102255949,0.7307420826559776,0.4720108454546569,0.3311827757020597,0.8382143107055041,0.70985550152445
event,Central,entropy__mse,amp__beta_relative_13_30,Target_main,26,0.0023709235293491483,1.7427335183390216,0.00529378154551252,0.44786954447694466,0.6582640943313375,0.5074082241007012,0.9206188915933764,0.8137042696632859
event,Central,entropy__mse,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.007864821691901166,1.0589525541583726,0.009388478337672685,0.8377099471319418,0.41045879150334896,0.21303569322799332,0.8178663219030078,0.70985550152445
event,Frontal,entropy__sample_entropy,amp__rms,2T_minus_2NT,26,0.00042832815722495816,-0.013831345660859432,0.005085565561752616,0.08422429167884826,0.9335767242861577,0.5812849351781703,0.9852224228564818,0.9786274726397666
