branch,region,entropy_measure,amplitude_measure,contrast,n,beta0_adjusted_entropy,beta1_amplitude,beta0_se,beta0_t,beta0_p,r2,beta0_q_global,beta0_q_within_entropy_region
event,Occipital,entropy__mse,amp__theta_relative_4_8,Target_main,26,0.005525153304964371,-0.028616853747954214,0.0042368304938819636,1.3040770247813223,0.20457669169455225,0.00019692187016251417,0.7491324542816423,0.8293481440826165
event,Occipital,entropy__mse,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.0006356150923264557,-0.012856443859778301,0.008250380844868004,0.07704069718452189,0.9392298400654032,2.7354483674857377e-05,0.9886596804603712,0.9744843250204902
event,Occipital,entropy__mse,amp__alpha_relative_8_13,2T_minus_2NT,26,-0.0007539522512689464,-0.3822325718370238,0.0066326542433386045,-0.1136727807010543,0.9104427556824577,0.13618246555910207,0.9814025151241006,0.9744843250204902
event,Occipital,entropy__mse,amp__alpha_relative_8_13,3T_minus_3NT,26,0.00980240658168515,0.4037622094856508,0.0050810879655710335,1.929194426096403,0.0656125490896142,0.09548875695021208,0.5380696121021524,0.43741699393076133
event,Occipital,entropy__mse,amp__alpha_relative_8_13,Target_main,26,0.004008621909201,-0.10927228085179018,0.004465158056801274,0.8977558819211597,0.3782339731034324,0.013249501258565721,0.8073633656423435,0.9053648417149123
event,Occipital,entropy__mse,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.0022884475067890234,-0.3182985871784347,0.008061576295631617,0.28387097297945074,0.778943865617673,0.056891280557925805,0.9504136542572279,0.9744843250204902
event,Occipital,entropy__mse,amp__beta_relative_13_30,2T_minus_2NT,26,0.01252194394098964,0.971734634903184,0.004541907772487045,2.7569789102372964,0.010969630957527511,0.540319971160089,0.32641340898008697,0.21939261915055022
event,Occipital,entropy__mse,amp__beta_relative_13_30,3T_minus_3NT,26,0.004404812959749805,0.40103028069990554,0.004315338175098006,1.0207341304484827,0.31756006564769107,0.1450137443945375,0.7878585748434448,0.9053648417149123
event,Occipital,entropy__mse,amp__beta_relative_13_30,Target_main,26,0.006724732302689759,0.6070729947768231,0.0032612487130142835,2.0620114853105673,0.05019364474354783,0.2649115039149952,0.48156404775933087,0.43741699393076133
event,Occipital,entropy__mse,amp__beta_relative_13_30,Load_x_Target_interaction,26,-0.008243231697844687,0.8121613773818495,0.006500054107334076,-1.268178935394363,0.2168986869716013,0.4335950451585704,0.7496466844012142,0.8293481440826165
event,Parietal,entropy__sample_entropy,amp__rms,2T_minus_2NT,26,-0.0031550859774079404,-0.06128185220276059,0.002767187947290057,-1.1401776957353968,0.2654634924592238,0.6905852746647294,0.7638126967808279,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__rms,3T_minus_3NT,26,0.001366043747861065,-0.03960602999205613,0.003605661810501643,0.37886075279783715,0.708122294613179,0.36456980869356725,0.934625614765018,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__rms,Target_main,26,-0.0005768764201066648,-0.04655591571296893,0.0025001406338750524,-0.23073758823420445,0.8194742840966794,0.5582930514307887,0.9585413486078129,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__rms,Load_x_Target_interaction,26,0.0020776106976106248,-0.06244485005639393,0.004062200387395071,0.5114495838406717,0.6137099036013086,0.48787983987157524,0.9157675869586549,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__broadband_power_1_45,2T_minus_2NT,26,-0.0012984971129476758,-0.0019619052683529556,0.0037968701223544824,-0.3419914485098223,0.735333987173315,0.40718253719589825,0.934625614765018,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__broadband_power_1_45,3T_minus_3NT,26,0.0012994723301156044,-0.0014949768938586595,0.0039852449312408585,0.3260708821003372,0.7471969230260689,0.2598831374189131,0.934625614765018,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__broadband_power_1_45,Target_main,26,2.9121527712703015e-05,-0.001672911777730525,0.002932051362836539,0.009932134232645272,0.9921575346321201,0.397953637398323,0.9954212107328836,0.9921575346321202
event,Parietal,entropy__sample_entropy,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.0011637003573731137,-0.00199275972495292,0.004976213292442325,0.23385258809956871,0.817082712889514,0.24410280150061803,0.9585413486078129,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__theta_relative_4_8,2T_minus_2NT,26,0.001325086772321528,0.2415020223839461,0.0051483854782227514,0.2573790905763635,0.7990800580787581,0.01875195451641576,0.9576401481886886,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__theta_relative_4_8,3T_minus_3NT,26,0.0024205953740148826,0.7157312142677587,0.004314843338227426,0.5609926442912951,0.580003132636483,0.13919460735708133,0.904864222271751,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__theta_relative_4_8,Target_main,26,0.000528906057583645,0.7100487382818967,0.0036710405437894284,0.14407524277508582,0.8866440316312171,0.15970710090704687,0.9762686990885242,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.0030043064570609117,-0.06350834412732359,0.00568146596606953,0.5287907161642839,0.6018073020735447,0.001098641561888991,0.9140798785670017,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__alpha_relative_8_13,2T_minus_2NT,26,0.000970567965909153,-0.1963430310926112,0.004815040947712795,0.20157003366091517,0.8419515872789008,0.06220166154430273,0.9639402465554019,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__alpha_relative_8_13,3T_minus_3NT,26,0.00826840411779755,0.35334648344461356,0.00444934350983737,1.858342494688564,0.07542859226129192,0.07811268770386937,0.575143015992351,0.5028572817419462
event,Parietal,entropy__sample_entropy,amp__alpha_relative_8_13,Target_main,26,0.0039801539841875,-0.035223009011018186,0.003765328095127381,1.0570536972164843,0.30101152326614994,0.0018223037483682258,0.7853220872599382,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.003386981983597041,-0.1622121289562799,0.005634274828761236,0.60113893740283,0.5533833511724975,0.018866713954948322,0.8870322540992854,0.9851600351457966
event,Parietal,entropy__sample_entropy,amp__beta_relative_13_30,2T_minus_2NT,26,0.006278818859812071,0.8083851933034818,0.0033183280625460896,1.892163385133914,0.07059400187864051,0.5343536843683148,0.5592511837139054,0.5028572817419462
event,Parietal,entropy__sample_entropy,amp__beta_relative_13_30,3T_minus_3NT,26,0.005144524506460227,0.5023411279823048,0.003857079958657132,1.3337873628762746,0.1947939693911023,0.1875141531973803,0.7491324542816423,0.9739698469555115
event,Parietal,entropy__sample_entropy,amp__beta_relative_13_30,Target_main,26,0.0055076986297479275,0.8050124236077928,0.0026033393939841063,2.115628351215106,0.04494472857336455,0.4597834028733162,0.48156404775933087,0.5028572817419462
event,Parietal,entropy__sample_entropy,amp__beta_relative_13_30,Load_x_Target_interaction,26,7.610693317069835e-05,0.5260935123611765,0.005025736417647318,0.015143439059688301,0.9880429322278609,0.24914487381580208,0.9946831492985304,0.9921575346321202
event,Parietal,entropy__mse,amp__rms,2T_minus_2NT,26,-0.008238457445480702,-0.08208080075849766,0.004210839792243508,-1.9564879814844027,0.062140813986734156,0.6335871242572605,0.5380696121021524,0.7847796106142286
event,Parietal,entropy__mse,amp__rms,3T_minus_3NT,26,0.0008069138254584051,-0.0509759256460721,0.0046015924322828,0.175355344336331,0.8622714919172721,0.36850536609932905,0.9674656929452489,0.8622714919172723
event,Parietal,entropy__mse,amp__rms,Target_main,26,-0.0033506428928143438,-0.06182184975033197,0.003342338852000819,-1.0024844999807705,0.32611061112941814,0.5549756522869189,0.7878585748434448,0.7847796106142286
event,Parietal,entropy__mse,amp__rms,Load_x_Target_interaction,26,0.005583121982490525,-0.08097540807143493,0.005834335739802285,0.956942183563767,0.3481374646103404,0.4371251150632013,0.8018984025921911,0.7847796106142286
event,Parietal,entropy__mse,amp__broadband_power_1_45,2T_minus_2NT,26,-0.005823803269230968,-0.0026629145084304516,0.005413769393659575,-1.075739073047997,0.2927397296416081,0.38363405402995787,0.7747125166220431,0.7847796106142286
event,Parietal,entropy__mse,amp__broadband_power_1_45,3T_minus_3NT,26,0.0011985385931494472,-0.001765489562690896,0.005233628537565399,0.22900719539927233,0.820803583521811,0.2211540759644789,0.959176601433534,0.8622714919172723
event,Parietal,entropy__mse,amp__broadband_power_1_45,Target_main,26,-0.00266000884752904,-0.0022665670870368588,0.00385989281827296,-0.6891405986550718,0.49734384439533047,0.41181391857478344,0.8581655666056145,0.7847796106142286
event,Parietal,entropy__mse,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.0048100274004641026,-0.002154008476937448,0.007220796761266821,0.6661352700391235,0.5116774356473316,0.15196289414430042,0.8693190792137777,0.7847796106142286
event,Parietal,entropy__mse,amp__theta_relative_4_8,2T_minus_2NT,26,-0.004250158340906416,0.6708090595436276,0.006993663012778686,-0.6077156324433433,0.5490839203015758,0.07398990364379854,0.8849172823882728,0.7847796106142286
event,Parietal,entropy__mse,amp__theta_relative_4_8,3T_minus_3NT,26,0.0021207949953443404,0.9304008779549349,0.0055098899047398954,0.38490696402480234,0.7036962803397648,0.14352191355797417,0.9341778694390785,0.8116305344421911
event,Parietal,entropy__mse,amp__theta_relative_4_8,Target_main,26,-0.002641156465336132,1.0872734877636063,0.004737444216847129,-0.557506609986825,0.5823444548032761,0.2111071614393354,0.9061992791581592,0.7847796106142286
event,Parietal,entropy__mse,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.00710661394466492,0.2165934942356733,0.007761142052810512,0.9156660058929639,0.3689513858343581,0.00680871430890051,0.8073633656423435,0.7847796106142286
event,Parietal,entropy__mse,amp__alpha_relative_8_13,2T_minus_2NT,26,-0.0023722864397066573,-0.22488508616782502,0.006806190385025332,-0.3485483516485306,0.730467480997972,0.041731302464103615,0.934625614765018,0.8116305344421911
event,Parietal,entropy__mse,amp__alpha_relative_8_13,3T_minus_3NT,26,0.009370004941237771,0.4089230046522174,0.005739915205615561,1.6324291571538836,0.11564223082457091,0.06383496423219603,0.6471721174586078,0.7847796106142286
event,Parietal,entropy__mse,amp__alpha_relative_8_13,Target_main,26,0.0025605181137865135,-0.0643718279491588,0.005010877906308208,0.5109919183149664,0.6140255275105914,0.003431128695999819,0.9157675869586549,0.7847796106142286
event,Parietal,entropy__mse,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.007078138562588452,-0.10562904725202507,0.0077760045001550185,0.9102539179918615,0.3717403922838537,0.00426261581922327,0.8073633656423435,0.7847796106142286
event,Parietal,entropy__mse,amp__beta_relative_13_30,2T_minus_2NT,26,0.004156027066856692,1.0278787184584075,0.0050803485929716685,0.8180594285609228,0.4213714269824411,0.4418201132888677,0.8194721960678669,0.7847796106142286
event,Parietal,entropy__mse,amp__beta_relative_13_30,3T_minus_3NT,26,0.005655643881891515,0.6576819256821249,0.004911547601201506,1.1514993523646155,0.26086955325859956,0.19612090671057303,0.7637524017182744,0.7847796106142286
event,Parietal,entropy__mse,amp__beta_relative_13_30,Target_main,26,0.004795572681166613,1.1118923915629482,0.003354100773539127,1.4297640425712363,0.16567433552715927,0.49448270357883206,0.730432828679375,0.7847796106142286
event,Parietal,entropy__mse,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.003574351364913818,0.5792111271322159,0.007278406360291415,0.49108983312807325,0.6278236884913829,0.16090876701204715,0.9157675869586549,0.7847796106142286
event,Temporal,entropy__sample_entropy,amp__rms,2T_minus_2NT,26,-0.005276352119185901,-0.0519273126471334,0.003336888016093989,-1.5812194157363908,0.1269183830595603,0.6009296672308103,0.6593364949978943,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__rms,3T_minus_3NT,26,0.003437490321258568,-0.043860681509561635,0.0038971289604323735,0.8820571133671671,0.3864951697725238,0.39201798070562943,0.8074438172315923,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__rms,Target_main,26,-0.0007877629588320422,-0.04772889996984352,0.0025555443893604244,-0.30825641773696427,0.7605468507081098,0.6137067576872453,0.9443825931649755,0.8450520563423443
event,Temporal,entropy__sample_entropy,amp__rms,Load_x_Target_interaction,26,0.00807621064336317,-0.04983391800428396,0.005149100480300791,1.5684701967383998,0.12986309718999053,0.2918049106945839,0.6601374107157852,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__broadband_power_1_45,2T_minus_2NT,26,-0.0062128555344380535,-0.001595279782024692,0.004526679338062843,-1.3724973806288643,0.1826001067628388,0.34817695731107323,0.7376560604326601,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__broadband_power_1_45,3T_minus_3NT,26,0.0015071818527562207,-0.001468465752933537,0.0045685821289921345,0.3299014464885448,0.7443366897943292,0.25110128038402324,0.934625614765018,0.8450520563423443
event,Temporal,entropy__sample_entropy,amp__broadband_power_1_45,Target_main,26,-0.0028649979192955093,-0.0016743313338833921,0.003349874971364338,-0.8552551793085734,0.400867622510605,0.42984426976001544,0.81416413846879,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.0066524294624759695,-0.0010974044339096653,0.005789215132003038,1.1491073160679492,0.26183525710898237,0.09792912231459694,0.7637524017182744,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__theta_relative_4_8,2T_minus_2NT,26,0.001203306336587085,-0.06012970922537338,0.005116179315799561,0.23519627876823765,0.8160516388405039,0.0009598229168304995,0.9585413486078129,0.8590017250952673
event,Temporal,entropy__sample_entropy,amp__theta_relative_4_8,3T_minus_3NT,26,0.004724175261717404,0.863794005748429,0.0045555708772797255,1.037010594057173,0.31006693407281244,0.16118248316057782,0.7876282147279562,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__theta_relative_4_8,Target_main,26,0.003174837168211503,0.21587086390431917,0.004029394870006264,0.7879190971935118,0.4384572815341271,0.010991663066488133,0.829589021868188,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.005671503585349669,0.5545023322211254,0.00579446591096974,0.978779351279419,0.33745293745222016,0.0770115534350404,0.7963292161858189,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__alpha_relative_8_13,2T_minus_2NT,26,0.0005405850233404391,-0.0770384127681908,0.005469919737835723,0.09882869388396762,0.9220951155513314,0.0021944205578751097,0.9846070821962853,0.9220951155513314
event,Temporal,entropy__sample_entropy,amp__alpha_relative_8_13,3T_minus_3NT,26,0.00643059099474753,0.17932690109537666,0.004918616479627927,1.307398334751641,0.20346455589597273,0.006565068228977067,0.7491324542816423,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__alpha_relative_8_13,Target_main,26,0.0036308766028011015,-0.004278098327761957,0.00417102627710029,0.870499575304833,0.392651416997021,6.001731169158475e-06,0.8133017465812659,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.004908774823433436,0.05280827576035746,0.006482901515928398,0.7571879368169708,0.45630734401978,0.0006165181668256192,0.8330251740289092,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__beta_relative_13_30,2T_minus_2NT,26,0.0028433352223806085,0.7674072660086139,0.004088758745411672,0.6954030304603679,0.49348171812106645,0.34491378750043744,0.8581655666056145,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__beta_relative_13_30,3T_minus_3NT,26,0.0033652080316456377,0.48681311076660966,0.0047232271829735365,0.7124806623269496,0.4830369988694962,0.1544240507797774,0.8528294336046097,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__beta_relative_13_30,Target_main,26,0.0019507795926436658,0.9477003614184402,0.0026183684632024216,0.7450363155755954,0.46348388431057397,0.5656176184880959,0.8330251740289092,0.6168521476513331
event,Temporal,entropy__sample_entropy,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.004922471198163724,0.03378242233097773,0.00640231241038291,0.768858325342065,0.449477951052347,0.0006821727166628211,0.8330251740289092,0.6168521476513331
event,Temporal,entropy__mse,amp__rms,2T_minus_2NT,26,-0.004351162310003773,-0.067820628976364,0.0058130149416183215,-0.7485207510566669,0.4614192219888929,0.45841175685251057,0.8330251740289092,0.5428461435163446
event,Temporal,entropy__mse,amp__rms,3T_minus_3NT,26,0.010328774134521919,-0.053409394846105046,0.005017718765734455,2.058460152262055,0.050559882069052445,0.36577824540211457,0.48156404775933087,0.33706588046034963
event,Temporal,entropy__mse,amp__rms,Target_main,26,0.003330767712376235,-0.05917137015512944,0.0035645550829638225,0.9344133096147303,0.35939768301145236,0.5565504919315307,0.8018984025921911,0.5428461435163446
event,Temporal,entropy__mse,amp__rms,Load_x_Target_interaction,26,0.013801757733609386,-0.06860484641465121,0.008097747971850686,1.70439457755254,0.10122179854213888,0.2399730307283311,0.611339575353512,0.3563209531906868
event,Temporal,entropy__mse,amp__broadband_power_1_45,2T_minus_2NT,26,-0.005620508594252807,-0.0020936996053351102,0.007172352822581933,-0.7836352635298153,0.44091965035678066,0.2681978034605884,0.829589021868188,0.5428461435163446
event,Temporal,entropy__mse,amp__broadband_power_1_45,3T_minus_3NT,26,0.008082125506869518,-0.0017559757082096937,0.005855239192022434,1.380323713825584,0.1802094237867251,0.22593609125641467,0.735042939535744,0.3604188475734502
event,Temporal,entropy__mse,amp__broadband_power_1_45,Target_main,26,0.001018874148764905,-0.002008027157192247,0.004603059964050102,0.22134713793048796,0.8266946156030549,0.3647965816884866,0.9639402465554019,0.8702048585295316
event,Temporal,entropy__mse,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.012127820591295468,-0.0017272024303100007,0.008752697694831111,1.3856094445553089,0.17860884579919573,0.1052628770044386,0.735042939535744,0.3604188475734502
event,Temporal,entropy__mse,amp__theta_relative_4_8,2T_minus_2NT,26,0.0038815117152553795,0.009620312554821611,0.007654235307439054,0.5071064004895417,0.6167081909278475,1.0987311634624852e-05,0.9157675869586549,0.6852313232531638
event,Temporal,entropy__mse,amp__theta_relative_4_8,3T_minus_3NT,26,0.012622759234171724,0.6396126664366931,0.00609355751409088,2.071492589506634,0.04922744346072107,0.05561076930615283,0.48156404775933087,0.33706588046034963
event,Temporal,entropy__mse,amp__theta_relative_4_8,Target_main,26,0.008357907894248716,0.21526201342926451,0.005257669709031969,1.5896601264037098,0.12499937763074737,0.006449015317124829,0.6593364949978943,0.35714107894499253
event,Temporal,entropy__mse,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.010183776803921494,0.40049414240684184,0.00907593528228715,1.1220636206823156,0.27293631192961354,0.017432183166821602,0.7723628196971419,0.49624783987202464
event,Temporal,entropy__mse,amp__alpha_relative_8_13,2T_minus_2NT,26,0.0007486249023097394,-0.48109231714519557,0.008030348835126386,0.09322445608279196,0.9264991232469963,0.038270331506343847,0.9846070821962853,0.9264991232469963
event,Temporal,entropy__mse,amp__alpha_relative_8_13,3T_minus_3NT,26,0.014022521829704447,0.2664994182443659,0.006192547116946179,2.264419077463488,0.032862199991477214,0.009123641435502039,0.4652234307447324,0.33706588046034963
event,Temporal,entropy__mse,amp__alpha_relative_8_13,Target_main,26,0.007637741909631063,-0.3141503299815621,0.005377939822517574,1.420198470360646,0.16841101790611207,0.019095600436563,0.7318426201033366,0.3604188475734502
event,Temporal,entropy__mse,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.009773314730450833,0.012819017930330981,0.009844524872250023,0.9927665232478697,0.3307281861896947,1.576382943480059e-05,0.7924488782584334,0.5428461435163446
event,Temporal,entropy__mse,amp__beta_relative_13_30,2T_minus_2NT,26,0.005856040751379003,0.8324687833611029,0.006834385868966,0.856849593168345,0.400003177580869,0.18150760490400086,0.81416413846879,0.5428461435163446
event,Temporal,entropy__mse,amp__beta_relative_13_30,3T_minus_3NT,26,0.00981501652379087,0.6646912469754319,0.005859342760469561,1.6751053701805125,0.10689628595720603,0.18115805509087846,0.6160564743799674,0.3563209531906868
event,Temporal,entropy__mse,amp__beta_relative_13_30,Target_main,26,0.007014018897569112,1.0139037552006396,0.004065828523382021,1.7251142927529908,0.09736338493698131,0.3819948990553341,0.5969011538850111,0.3563209531906868
event,Temporal,entropy__mse,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.007691433225016052,0.2605461786558259,0.009636569402552687,0.7981505558377054,0.43261030543880286,0.0176072893687218,0.823376868385865,0.5428461435163446
event,WholeBrain,entropy__sample_entropy,amp__rms,2T_minus_2NT,26,-0.00022509111480128636,-0.020884925694511378,0.0031540525968338155,-0.07136568205211392,0.9436981014952098,0.653675801577942,0.9890377496467034,0.9436981014952097
event,WholeBrain,entropy__sample_entropy,amp__rms,3T_minus_3NT,26,0.0022584500886674696,-0.019257541204571717,0.0027771171184227204,0.8132354496990639,0.4240777989120453,0.7271047327171969,0.8194721960678669,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__rms,Target_main,26,0.0011644067627802298,-0.019259255320933748,0.0021157241430957534,0.550358498568937,0.5871599628388553,0.7641461127016081,0.9071309791594568,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__rms,Load_x_Target_interaction,26,0.0020330976902287403,-0.02260574543822713,0.004096437273459877,0.49630875673376856,0.6241917075537838,0.5523432297672026,0.9157675869586549,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__broadband_power_1_45,2T_minus_2NT,26,0.0022820376108332015,-7.24932569303421e-05,0.004937745136828503,0.462161887176491,0.6481276058231558,0.13867231959904436,0.918554153964321,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__broadband_power_1_45,3T_minus_3NT,26,0.002635047698847191,-0.00012330305219930833,0.004308370911319366,0.6116111525876614,0.5465455625450172,0.3603726120312608,0.8843310163195237,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__broadband_power_1_45,Target_main,26,0.002802728620299328,-9.166129605238943e-05,0.0037328161764889475,0.7508348892057012,0.46005103037570083,0.26535979989681113,0.8330251740289092,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.0013257839152290114,-0.00011881197107524581,0.005607893205272783,0.2364139021018539,0.8151175942882594,0.17525761024883835,0.9585413486078129,0.9077644588358742
event,WholeBrain,entropy__sample_entropy,amp__theta_relative_4_8,2T_minus_2NT,26,0.002436531392832612,0.26255966489447335,0.005670052423109958,0.4297193766501726,0.6712333580052017,0.011458433334229245,0.9284633750185329,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__theta_relative_4_8,3T_minus_3NT,26,-0.001971177337642153,1.5483528700859903,0.0048785780559352935,-0.40404751446869086,0.6897556916490946,0.34250255583150624,0.9340285841156052,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__theta_relative_4_8,Target_main,26,-0.0010136987220764648,1.23688962479006,0.004332490507326143,-0.23397598225831612,0.8169880129522867,0.23912403635703017,0.9585413486078129,0.9077644588358742
event,WholeBrain,entropy__sample_entropy,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.0029832970714372587,0.07438475255275466,0.0061472086151445424,0.48530922866152165,0.6318577743975696,0.000838425031431389,0.9175398946824074,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__alpha_relative_8_13,2T_minus_2NT,26,0.0029165941240364627,-0.10386713162470865,0.005477911221495347,0.5324281475376481,0.5993247500342014,0.007450643863032513,0.9126264766886859,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__alpha_relative_8_13,3T_minus_3NT,26,0.009783587057685162,0.9152273662596518,0.004894036972955607,1.999083192822031,0.057045341108003314,0.1845520424416891,0.5043138851577105,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__alpha_relative_8_13,Target_main,26,0.006144664078973652,0.21122362660589042,0.004429933707840143,1.3870781109204322,0.1781661193049856,0.022722104107911423,0.735042939535744,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__alpha_relative_8_13,Load_x_Target_interaction,26,0.003256930822450093,-0.06234885457453548,0.0061919506384215785,0.5259943130425752,0.6037191985916908,0.0013966583660122156,0.9140798785670017,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__beta_relative_13_30,2T_minus_2NT,26,0.005264810589070939,0.9706435901903403,0.003977638470736621,1.323602088979179,0.19810577534293092,0.43647757278028776,0.7491324542816423,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__beta_relative_13_30,3T_minus_3NT,26,0.004825458165498829,0.8070458140532318,0.004658225918359779,1.0359004157526852,0.31057404561374136,0.2191531166538293,0.7876282147279562,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__beta_relative_13_30,Target_main,26,0.004818274945964519,1.1314558826748373,0.0031792969564725794,1.5155158552129655,0.14270289543780393,0.4426929837410427,0.6934369989746739,0.8621946145613681
event,WholeBrain,entropy__sample_entropy,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.0006727291722112795,0.6002811043840537,0.005625623253534434,0.11958304740521349,0.9058088408378908,0.18265776166510694,0.9814025151241006,0.9436981014952097
event,WholeBrain,entropy__mse,amp__rms,2T_minus_2NT,26,-0.004795044975746254,-0.03042370393871431,0.004337265405417471,-1.1055456670364217,0.27988300858566745,0.6792905119376313,0.7742223638175123,0.9091633124801454
event,WholeBrain,entropy__mse,amp__rms,3T_minus_3NT,26,0.0010810921486239776,-0.027553271055051537,0.0039260480794577925,0.2753639605894185,0.785393524818228,0.731840290386166,0.9506059650436106,0.9745674654038424
event,WholeBrain,entropy__mse,amp__rms,Target_main,26,-0.0016780393241924779,-0.02795443852838472,0.00296464032401614,-0.5660178439181691,0.576636343422022,0.7766063034798507,0.9040924926600935,0.9091633124801454
event,WholeBrain,entropy__mse,amp__rms,Load_x_Target_interaction,26,0.00514942499676091,-0.031987712664255506,0.005691786780330994,0.9047115072117047,0.374610931691059,0.5613456709729912,0.8073633656423435,0.9091633124801454
event,WholeBrain,entropy__mse,amp__broadband_power_1_45,2T_minus_2NT,26,-0.0013863838207083684,-0.00011925174251121708,0.006868866872210452,-0.20183588450626352,0.8417460641209896,0.18376333361594677,0.9639402465554019,0.9745674654038424
event,WholeBrain,entropy__mse,amp__broadband_power_1_45,3T_minus_3NT,26,0.0019199551407563585,-0.00016720587062913484,0.0063081085010159845,0.3043630496284473,0.7634747838692482,0.32582308589911757,0.945623590173079,0.9745674654038424
event,WholeBrain,entropy__mse,amp__broadband_power_1_45,Target_main,26,0.0005468266365838462,-0.0001391199606716683,0.005265384468579289,0.1038531259867129,0.9181488940651562,0.29487908683287856,0.9831752243533532,0.9745674654038424
event,WholeBrain,entropy__mse,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.004353488497018056,-0.00015420071469991287,0.007991809248865583,0.5447437947340926,0.5909561531120945,0.1498379741942999,0.9071309791594568,0.9091633124801454
event,WholeBrain,entropy__mse,amp__theta_relative_4_8,2T_minus_2NT,26,-0.0007628000320051923,0.34675618086884646,0.008109358226025268,-0.09406416768680252,0.9258390921336502,0.009787065223222036,0.9846070821962853,0.9745674654038424
event,WholeBrain,entropy__mse,amp__theta_relative_4_8,3T_minus_3NT,26,-0.004651577989841712,2.158062275308017,0.007038384026050822,-0.6608872111304323,0.5149791272646538,0.327134661232901,0.8701863369291934,0.9091633124801454
event,WholeBrain,entropy__mse,amp__theta_relative_4_8,Target_main,26,-0.004901071915233575,1.8077483840394413,0.006207981342789361,-0.7894791631302539,0.43756263985075133,0.2463991699819229,0.829589021868188,0.9091633124801454
event,WholeBrain,entropy__mse,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.006740504047639891,-0.09519950114896483,0.008629037547196914,0.781142046349016,0.4423566366138618,0.0006970410762007218,0.829589021868188,0.9091633124801454
event,WholeBrain,entropy__mse,amp__alpha_relative_8_13,2T_minus_2NT,26,-1.7101110462518068e-06,-0.11714580638457661,0.007839012474776875,-0.00021815388759162326,0.9998277415956304,0.004641152699813689,0.9998277415956305,0.9998277415956304
