province,university,code,major_name,admission_zone_type,study_type,admission_type,capacity_1,capacity_2,gender,notes
سیستان و بلوچستان,دانشگاه غیرانتفاعی بین المللی چابهار,14626,مدیریت صنعتی,قطبی,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه غیرانتفاعی بین المللی چابهار,14627,زبان و ادبیات انگلیسی,,روزانه,صرفا با سوابق تحصیلی,55,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14631,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14632,مهندسی پزشکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14633,مهندسی صنایع و سیستم ها,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14634,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14635,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14636,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14637,مهندسی مکانیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14638,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14639,حقوق,,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14640,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14641,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14642,مدیریت امور بانکی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14643,مدیریت دولتی,قطبی,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14644,مدیریت مالی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14645,مشاوره,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14646,کاردانی امور مالی و مالیاتی,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,معرفی به خوابگاههای خودگردان
سیستان و بلوچستان,موسسه غیرانتفاعی هاتف - زاهدان,14647,کاردانی حسابداری,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15018,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15019,مهندسی پزشکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15020,مهندسی شهرسازی,قطبی,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15021,مهندسی صنایع و سیستم ها,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15022,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15023,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15024,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15025,مهندسی مکانیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15026,مهندسی و علم مواد,قطبی,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15027,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15028,میکروبیولوژی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15029,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15030,حقوق,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15031,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15032,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15033,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15034,مدیریت امور بانکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15035,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15036,مدیریت صنعتی,قطبی,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15037,مدیریت مالی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15038,مشاوره,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15039,ارتباط تصویری,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15040,طراحی لباس,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی آپادانا - شیراز,15041,نقاشی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15042,معماری داخلی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15043,مهندسی شهرسازی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15044,مهندسی شیمی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15045,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15046,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15047,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15048,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15049,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15050,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15051,ارتباط تصویری,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15052,تلویزیون و هنرهای دیجیتال,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15053,طراحی صنعتی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15054,عکاسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15055,نقاشی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی ارم - شیراز,15056,کاردانی حفاظت و مرمت آثار تاریخی,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15057,مهندسی صنایع و سیستم ها,,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15058,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15059,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15060,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15061,زبان و ادبیات عربی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15062,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15063,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,35,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15064,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15065,مشاوره,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15066,کاردانی حسابداری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15067,کاردانی مدیریت صنعتی کاربردی,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15068,ارتباط تصویری,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی اندیشه - جهرم,15069,آموزش زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15070,مهندسی شیمی,کشوری,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15071,مهندسی نفت و زمین انرژی,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15072,شیمی کاربردی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15073,کاردانی شیمی آزمایشگاهی,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15074,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی پارس - مهر فارس,15075,کاردانی حسابداری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15076,مهندسی انرژی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15077,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15078,مهندسی پزشکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15079,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15080,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,70,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15081,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15082,مهندسی مکانیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15083,مهندسی نقشه برداری,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15084,مهندسی نقشه برداری,کشوری,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15085,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15086,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15087,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15088,مدیریت مالی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پاسارگاد - شیراز,15089,کاردانی حسابداری,,روزانه,صرفا با سوابق تحصیلی,70,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15090,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15091,مهندسی پزشکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15092,مهندسی شهرسازی,قطبی,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15093,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15094,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15095,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15096,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15097,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15098,حقوق,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15099,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15100,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15101,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15102,گردشگری,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15103,مشاوره,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15104,عکاسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15105,آموزش زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15106,زبان و ادبیات انگلیسی,,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
فارس,موسسه غیرانتفاعی پیشتازان - شیراز,15107,مترجمی زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی تابناک - المرد,15108,مهندسی صنایع و سیستم ها,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15109,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15110,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15111,مهندسی مکانیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,17,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15112,کاردانی کارهای عمومی ساختمان,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15113,حقوق,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15114,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی تابناک - المرد,15115,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,دارای خوابگاه ملکی
فارس,موسسه غیرانتفاعی حافظ - شیراز,15116,معماری داخلی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15117,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15118,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15119,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15120,حقوق,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15121,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15122,زبان و ادبیات فارسی,,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15123,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15124,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15125,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15126,کاردانی حسابداری,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15127,آموزش زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15128,زبان و ادبیات انگلیسی,,روزانه,صرفا با سوابق تحصیلی,10,-,هر دو,
فارس,موسسه غیرانتفاعی حافظ - شیراز,15129,کاردانی مترجمی زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15130,علوم کامپیوتر,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15131,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15132,مهندسی پزشکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15133,مهندسی شهرسازی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15134,مهندسی صنایع و سیستم ها,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15135,مهندسی عمران,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15136,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15137,مهندسی ماشین های ریلی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15138,مهندسی معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15139,مهندسی مکانیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15140,مهندسی و علم مواد,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15141,زیست شناسی سلولی و مولکولی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15142,زیست فناوری,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15143,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15144,حقوق,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15145,زبان و ادبیات فارسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15146,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15147,علوم قضایی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15148,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15149,مدیریت امور بانکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15150,مدیریت امور گمرکی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15151,مدیریت بازرگانی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15152,مدیریت صنعتی,قطبی,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15153,مدیریت کسب و کار,کشوری,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15154,مدیریت مالی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15155,مشاوره,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15156,کاردانی مدیریت صنعتی کاربردی,,روزانه,صرفا با سوابق تحصیلی,70,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15157,ادبیات نمایشی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15158,آموزش زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15159,زبان و ادبیات انگلیسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15160,مترجمی زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
فارس,موسسه غیرانتفاعی زند شیراز,15161,کاردانی مترجمی زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,100,-,هر دو,
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15162,مهندسی کامپیوتر,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15163,زیست شناسی جانوری,,روزانه,صرفا با سوابق تحصیلی,40,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15164,زیست فناوری,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15165,حسابداری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15166,حقوق,,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15167,روانشناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15168,علوم تربیتی,کشوری,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15169,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,فقط زن,معرفی به خوابگاههای خودگردان
فارس,موسسه غیرانتفاعی فاطمیه شیراز (ویژه خوا-هران),15170,فقه و مبانی حقوق اسالمی,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,فقط زن,معرفی به خوابگاههای خودگردان
