province,university,code,major_name,admission_zone_type,study_type,admission_type,capacity_1,capacity_2,gender,notes
آذربایجان شرقی,دانشگاه بناب,30001,مهندسی اپتیک و لیزر,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30002,مهندسی برق,قطبی,روزانه,با آزمون,41,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30003,مهندسی پزشکی,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30004,مهندسی پلیمر,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30005,مهندسی ساخت و تولید,کشوری,روزانه,با آزمون,27,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30006,مهندسی شیمی,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30007,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,27,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30008,مهندسی عمران,ناحیهای,روزانه,با آزمون,35,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30009,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,44,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30010,مهندسی معماری,ناحیهای,روزانه,با آزمون,32,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30011,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,35,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30012,مهندسی و علم مواد,قطبی,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,30013,مهندسی هسته ای,,روزانه,با آزمون,- 27,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,10335,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,10336,علوم کامپیوتر,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,10337,مهندسی نساجی,کشوری,روزانه,صرفا با سوابق تحصیلی,29,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,10338,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
آذربایجان شرقی,دانشگاه بناب,10339,کاردانی معماری,,روزانه,صرفا با سوابق تحصیلی,27,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30014,آمار,ناحیهای,روزانه,با آزمون,34,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30015,ریاضیات و کاربردها,قطبی,روزانه,با آزمون,69,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30016,علوم کامپیوتر,کشوری,روزانه,با آزمون,48,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30017,علوم و مهندسی آب,,روزانه,با آزمون,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30018,فیزیک,ناحیهای,روزانه,با آزمون,-,48,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30019,فیزیک مهندسی,کشوری,روزانه,با آزمون,53,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30020,مهندسی برق,قطبی,روزانه,با آزمون,120,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30021,مهندسی ساخت و تولید,کشوری,روزانه,با آزمون,38,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30022,مهندسی شیمی,کشوری,روزانه,با آزمون,48,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30023,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,36,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30024,مهندسی عمران,ناحیهای,روزانه,با آزمون,106,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30025,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,60,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30026,مهندسی ماشین های صنایع غذایی,,روزانه,با آزمون,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30027,مهندسی معماری,ناحیهای,روزانه,با آزمون,28,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30028,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,60,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30029,مهندسی نفت و زمین انرژی,,روزانه,با آزمون,28,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30030,مهندسی نقشه برداری,کشوری,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30031,مهندسی و علم مواد,قطبی,روزانه,با آزمون,48,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30058,مهندسی و علم مواد,قطبی,روزانه,با آزمون,20,-,هر دو,محل تحصیل دانشکده کشاورزی تبریز
آذربایجان شرقی,دانشگاه تبریز,30060,مهندسی پزشکی,کشوری,روزانه,با آزمون,41,-,هر دو,محل تحصیل دانشکده مهندسی برق
آذربایجان شرقی,دانشگاه تبریز,35985,اقتصاد,قطبی,روزانه,با آزمون,22,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35986,حسابداری,ناحیهای,روزانه,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35987,روانشناسی,قطبی,روزانه,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35988,شیمی کاربردی,ناحیهای,روزانه,با آزمون,-,9,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35989,شیمی محض,ناحیهای,روزانه -,با آزمون,9,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35990,علم اطالعات و دانش شناسی,قطبی,روزانه,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35991,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط زن,
آذربایجان شرقی,دانشگاه تبریز,35992,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط مرد,
آذربایجان شرقی,دانشگاه تبریز,35993,گردشگری,کشوری,روزانه,با آزمون,3,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35994,مهندسی اقتصاد کشاورزی,,روزانه,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30032,آمار,ناحیهای,نوبت دوم,با آزمون,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30033,ریاضیات و کاربردها,قطبی,نوبت دوم,با آزمون,8,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30034,علوم کامپیوتر,کشوری,نوبت دوم,با آزمون,6,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30035,علوم و مهندسی آب,,نوبت دوم,با آزمون,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30036,فیزیک,ناحیهای,نوبت دوم,با آزمون,-,6,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30037,فیزیک مهندسی,کشوری,نوبت دوم,با آزمون,6,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30038,مهندسی برق,قطبی,نوبت دوم,با آزمون,20,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30039,مهندسی ساخت و تولید,کشوری,نوبت دوم,با آزمون,3,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30040,مهندسی شیمی,کشوری,نوبت دوم,با آزمون,5,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30041,مهندسی صنایع و سیستم ها,,نوبت دوم,با آزمون,5,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30042,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,11,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30043,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,10,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30044,مهندسی ماشین های صنایع غذایی,,نوبت دوم,با آزمون,- 4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30045,مهندسی معماری,ناحیهای,نوبت دوم,با آزمون,3,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30046,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,11,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30047,مهندسی نفت و زمین انرژی,,نوبت دوم,با آزمون,7,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30048,مهندسی نقشه برداری,کشوری,نوبت دوم,با آزمون,5,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30049,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,5,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,30059,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,3,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,30061,مهندسی پزشکی,کشوری,نوبت دوم,با آزمون,5,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,35995,اقتصاد,قطبی,نوبت دوم,با آزمون,6,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,35996,حسابداری,ناحیهای,نوبت دوم,با آزمون,1,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,35997,روانشناسی,قطبی,نوبت دوم,با آزمون,1,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,35998,شیمی کاربردی,ناحیهای,نوبت دوم,با آزمون,-,1,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,35999,شیمی محض,ناحیهای,نوبت دوم,با آزمون,1,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,36000,علم اطالعات و دانش شناسی,قطبی,نوبت دوم,با آزمون,1,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,36001,علوم ورزشی,کشوری,نوبت دوم,با آزمون,1,-,فقط زن,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,36002,علوم ورزشی,کشوری,نوبت دوم,با آزمون,1,-,فقط مرد,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,36003,گردشگری,کشوری,نوبت دوم,با آزمون,1,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10340,زمین شناسی,,روزانه,صرفا با سوابق تحصیلی,33,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10341,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10342,علوم و مهندسی خاک,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10343,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10344,مهندسی علوم دامی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10345,مهندسی فضای سبز,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه تبریز,10346,زمین شناسی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10347,علوم و مهندسی باغبانی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10348,علوم و مهندسی خاک,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10349,مهندسی اقتصاد کشاورزی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10350,مهندسی تولید و ژنتیک گیاهی,,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10351,مهندسی علوم دامی,,نوبت دوم,صرفا با سوابق تحصیلی,6,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10352,مهندسی فضای سبز,,نوبت دوم,صرفا با سوابق تحصیلی,3,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز,10353,مهندسی گیاه پزشکی,,نوبت دوم,صرفا با سوابق تحصیلی,3,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),30050,مهندسی عمران,ناحیهای,روزانه -,با آزمون,69,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),30051,مهندسی نقشه برداری,کشوری,روزانه,با آزمون,50,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),30052,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,8,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),30053,مهندسی نقشه برداری,کشوری,نوبت دوم,با آزمون,5,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),10354,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل آموزشکده فنی و مهندسی مرند),10355,ریاضیات و کاربردها,قطبی,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده فنی و مهندسی میانه),30054,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,59,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده فنی و مهندسی میانه),30055,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,48,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده فنی و مهندسی میانه),30056,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,7,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه تبریز (محل تحصیل دانشکده فنی و مهندسی میانه),30057,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,6,-,هر دو,اصلی دانشگاه در تبریز - معرفی به
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30062,علوم کامپیوتر,کشوری,روزانه,با آزمون,40,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30063,مهندسی برق,قطبی,روزانه,با آزمون,60,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30064,مهندسی شیمی,کشوری,روزانه,با آزمون,32,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30065,مهندسی عمران,ناحیهای,روزانه,با آزمون,60,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30066,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,60,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30067,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,56,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30068,مهندسی و علم مواد,قطبی,روزانه,با آزمون,32,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36004,روانشناسی,قطبی,روزانه,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36005,شیمی کاربردی,ناحیهای,روزانه,با آزمون,10,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36006,شیمی محض,ناحیهای,روزانه -,با آزمون,10,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36007,علم اطالعات و دانش شناسی,قطبی,روزانه,با آزمون,3,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36008,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط زن,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36009,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط مرد,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36010,مددکاری اجتماعی,کشوری,روزانه,با آزمون,3,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30069,علوم کامپیوتر,کشوری,نوبت دوم,با آزمون,10,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30070,مهندسی برق,قطبی,نوبت دوم,با آزمون,5,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30071,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30072,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,15,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,30073,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36011,روانشناسی,قطبی,نوبت دوم,با آزمون,1,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36012,علوم ورزشی,کشوری,نوبت دوم,با آزمون,1,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,36013,مددکاری اجتماعی,کشوری,نوبت دوم,با آزمون,- 1,-,هر دو,محل دانشگاه واقع در آذرشهر
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10364,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,70,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10365,فیزیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10366,فیزیک مهندسی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10367,زیست شناسی گیاهی,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10368,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10369,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10370,مهندسی گیاه پزشکی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10371,ادیان و عرفان,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10372,تاریخ و تمدن ملل اسالمی,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10373,علوم قرآن و حدیث,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
آذربایجان شرقی,دانشگاه شهید مدنی آذربایجان,10374,فلسفه و کالم اسالمی,کشوری,روزانه,صرفا با سوابق تحصیلی,35,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30074,فیزیک,ناحیهای,روزانه,با آزمون,50,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30075,مهندسی برق,قطبی,روزانه,با آزمون,85,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30076,مهندسی پزشکی,کشوری,روزانه,با آزمون,68,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30077,مهندسی پلیمر,کشوری,روزانه,با آزمون,42,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30078,مهندسی شیمی,کشوری,روزانه,با آزمون,85,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30079,مهندسی عمران,ناحیهای,روزانه,با آزمون,51,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30080,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,25,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30081,مهندسی معدن,کشوری,روزانه,با آزمون,50,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30082,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,85,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30083,مهندسی نفت و زمین انرژی,,روزانه,با آزمون,42,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30084,مهندسی و علم مواد,قطبی,روزانه,با آزمون,64,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30085,مهندسی برق,قطبی,نوبت دوم,با آزمون,14,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30086,مهندسی پزشکی,کشوری,نوبت دوم -,با آزمون,11,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30087,مهندسی پلیمر,کشوری,نوبت دوم,با آزمون,8,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30088,مهندسی شیمی,کشوری,نوبت دوم,با آزمون,13,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30089,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,9,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30090,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30091,مهندسی معدن,کشوری,نوبت دوم,با آزمون,9,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30092,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,15,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30093,مهندسی نفت و زمین انرژی,,نوبت دوم,با آزمون,8,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,30094,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,11,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10375,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10376,ریاضیات و کاربردها,قطبی,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10377,فیزیک,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10378,مهندسی پزشکی,کشوری,مجازی,صرفا با سوابق تحصیلی,120,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10379,مهندسی شیمی,کشوری,مجازی,صرفا با سوابق تحصیلی,120,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه صنعتی سهند - شهر جدید سهند,10380,مهندسی و علم مواد,قطبی,مجازی,صرفا با سوابق تحصیلی,120,-,هر دو,فاقد خوابگاه
آذربایجان شرقی,دانشگاه مراغه,30095,مهندسی شیمی,کشوری,روزانه,با آزمون,45,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30096,مهندسی عمران,ناحیهای,روزانه,با آزمون,- 65,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30097,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,55,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30098,مهندسی و علم مواد,قطبی,روزانه,با آزمون,30,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,36014,روانشناسی,قطبی,روزانه,با آزمون,6,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,36015,شیمی کاربردی,ناحیهای,روزانه,با آزمون,6,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,36016,علوم ورزشی,کشوری,روزانه,با آزمون,3,-,فقط زن,
آذربایجان شرقی,دانشگاه مراغه,36017,علوم ورزشی,کشوری,روزانه,با آزمون,3,-,فقط مرد,
آذربایجان شرقی,دانشگاه مراغه,30099,مهندسی شیمی,کشوری,نوبت دوم,با آزمون,5,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30100,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30101,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,30102,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,4,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,36018,روانشناسی,قطبی,نوبت دوم,با آزمون,1,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,36019,شیمی کاربردی,ناحیهای,نوبت دوم,با آزمون,1,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10384,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10385,علوم و مهندسی آب,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10386,علوم و مهندسی آب,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10387,شیمی محض,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10388,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10389,علوم و مهندسی خاک,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10390,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10391,مهندسی گیاه پزشکی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
آذربایجان شرقی,دانشگاه مراغه,10394,مترجمی زبان انگلیسی,,روزانه,صرفا با سوابق تحصیلی,35,-,هر دو,
